Systematic Name,Molecular Weight
YBL036C,29120.5
YPL159C,29127.1
YPR158W,29156.4
YMR226C,29157.7
YKL040C,29159.4
YER153C,29162.6
YEL051W,29192.4
YKR041W,29210.1
YJL043W,29228.6
YEL021W,29239.8
YOR220W,29256.1
YLR414C,29256.6
YMR084W,29265.5
YGR161C,29275.6
YPL124W,29288.0
YLR165C,29370.2
YCL010C,29375.4
YHR203C,29432.7
YJR145C,29432.7
YFR050C,29440.7
YPL246C,29499.6
YBL064C,29501.1
YIL020C,29550.9
YLR192C,29554.5
YOR060C,29568.2
YJR150C,29595.7
YLR285W,29614.7
YGR106C,29642.9
YCL047C,29675.7
YOR152C,29685.9
YHR200W,29730.4
YPR060C,29744.4
YER126C,29752.3
YLR323C,29753.3
YDL049C,29759.3
YKL099C,29764.8
YAL027W,29778.0
YGR220C,29814.0
YOR039W,29836.3
YGL237C,29869.6
YNL312W,29922.4
YDL043C,29923.2
YGR262C,29940.7
YLR201C,29962.8
YLR030W,29979.8
YDR428C,29983.6
YJL174W,29996.0
YLR150W,30007.5
YDR384C,30020.7
YOR180C,30062.2
YAL039C,30071.2
YER177W,30074.6
YMR193W,30079.7
YJR144W,30105.0
YIL070C,30111.5
YCR075C,30121.6
YER023W,30126.1
YAL009W,30130.0
YKR034W,30172.9
YJL178C,30197.6
YDL087C,30205.3
YCL002C,30211.5
YJL160C,30221.7
YJR101W,30227.8
YCL068C,30228.5
YLR329W,30234.0
YLL041C,30244.8
YCR009C,30249.7
YPR009W,30272.2
YKR006C,30277.7
YHR167W,30286.5
YGR120C,30301.2
YIL049W,30315.8
YBR187W,30333.8
YOR145C,30335.9
YEL019C,30344.6
Q0275,30356.9
YPR183W,30363.5
YPR167C,30371.5
YGR152C,30398.0
YOR280C,30414.6
YNL055C,30429.8
YAL037W,30459.4
YJR011C,30470.6
YGL174W,30481.5
YDR429C,30500.9
YIL093C,30508.7
YBL095W,30546.8
YMR312W,30570.0
YDR405W,30576.6
YNL246W,30592.1
YPR027C,30596.2
YJL079C,30618.4
YDR262W,30626.9
YLR243W,30630.3
YHR134W,30631.5
YGL154C,30671.4
YLR199C,30684.3
YKL007W,30689.5
YNR002C,30696.4
YOL009C,30701.7
YPL241C,30708.1
YCR010C,30719.3
YKL206C,30726.1
YER116C,30741.2
YNL108C,30741.3
YOR115C,30744.5
YCR047C,30749.6
YGL117W,30755.7
YJL210W,30764.0
YPL196W,30771.6
YER026C,30798.8
YGL050W,30808.6
YDL086W,30832.4
YLR102C,30844.7
YLR059C,30868.7
YOR278W,30913.9
YPR134W,30950.3
YHR012W,30993.7
YDR152W,30999.7
YKR043C,31014.3
YDR116C,31016.5
YGR042W,31039.8
YNL003C,31040.3
YDR099W,31045.5
YLR046C,31062.2
YNL210W,31111.3
YNL202W,31117.3
YMR178W,31139.0
YPR116W,31143.4
YKL208W,31168.1
YML105C,31177.3
YIL114C,31188.6
YKL055C,31192.5
YNR068C,31229.4
YKR046C,31247.6
YGL096W,31274.9
YEL009C,31300.4
YAR008W,31313.3
YDR272W,31320.9
YNL019C,31323.3
YGR280C,31339.3
YPL162C,31343.8
YEL005C,31359.8
YPL094C,31366.0
YNL033W,31383.4
YGR132C,31428.3
YNL050C,31437.6
YIL043C,31498.2
YER083C,31500.7
YHL049C,31514.8
YOR362C,31521.3
YNL155W,31527.3
YOR130C,31530.0
YJL115W,31533.1
YDL006W,31534.8
YLR290C,31536.7
YNL232W,31578.7
YPL237W,31590.7
YDR503C,31591.6
YPR103W,31631.9
YKR060W,31632.3
YER180C,31639.3
YEL018W,31645.7
YMR149W,31652.1
YGR021W,31694.2
YLR284C,31701.8
YLR412W,31706.4
YDR472W,31722.1
YGL005C,31756.5
YMR096W,31809.2
YBR185C,31827.6
YFL021C-A,31840.0
YFR032C,31863.2
YFR027W,31867.1
YOR062C,31882.4
YGL221C,31888.8
YDL173W,31895.7
YFR052W,31905.3
YBR213W,31914.1
YIL003W,31916.1
YPL033C,31925.2
YBR146W,31952.8
YGL224C,31963.0
YML025C,31979.0
YKR030W,32000.6
YLR271W,32002.6
YPL156C,32010.7
YFL059W,32011.4
YDR319C,32017.3
YHR160C,32022.5
YJR116W,32024.4
YNL333W,32025.4
YIL050W,32026.5
YDL142C,32035.0
YML041C,32039.0
YKL052C,32043.9
YMR087W,32067.6
YHR192W,32071.1
YOR104W,32080.9
YDR287W,32085.9
YHR090C,32089.9
YNL289W,32104.5
YLR393W,32107.3
YDL051W,32107.5
YKR025W,32109.3
YGL085W,32135.5
YLL056C,32147.1
YNL322C,32159.3
YOR194C,32169.0
YOR174W,32180.1
YKR055W,32183.9
YLR128W,32187.6
YBR291C,32187.7
YDL186W,32188.8
YBR165W,32202.9
YLL023C,32204.4
YGR053C,32211.7
YJR111C,32212.6
YNL252C,32218.0
YHR133C,32219.7
YLR079W,32224.4
YGL019W,32234.9
YNR020C,32236.2
YHR062C,32238.8
YER055C,32264.7
YNL286W,32271.5
YBR011C,32291.7
YKL023W,32299.6
YNL320W,32309.6
YKL095W,32325.6
YLR136C,32325.9
YMR069W,32337.4
YOR040W,32339.3
YJR096W,32342.4
YFR047C,32358.3
YOL088C,32398.4
YML014W,32442.0
YOR106W,32496.0
YLR351C,32549.6
YHR029C,32557.7
YJR155W,32574.7
YPL076W,32586.5
YLR404W,32591.3
YBR101C,32592.6
YIL034C,32607.3
YBL010C,32625.7
YDR361C,32639.5
YIL044C,32650.0
YLR064W,32657.2
YDR313C,32664.9
YOR344C,32674.3
YBR002C,32695.0
YPR109W,32702.5
YPR192W,32711.2
YNL032W,32743.4
YNR064C,32745.4
YOR281C,32767.5
YGL044C,32784.1
YMR043W,32787.0
YOR255W,32788.5
YBL050W,32792.1
YHR058C,32814.3
YHR046C,32815.5
YJR077C,32821.4
YIL124W,32823.3
YGR147C,32828.0
YOR311C,32844.3
YBR257W,32894.6
YOR083W,32897.7
YOL080C,32916.5
YDR315C,32920.4
YDR233C,32923.3
YDL129W,32925.6
YOR223W,32926.3
YGL057C,32967.3
YHL034C,32981.0
YOR028C,32987.8
YNL159C,32993.1
YOR036W,32995.6
YPR005C,33001.4
YKL163W,33001.8
YLR348C,33006.0
YDR106W,33020.7
YLR208W,33031.2
YGR239C,33046.0
YJL203W,33053.8
YHR067W,33062.6
YDR337W,33076.9
YFL028C,33087.3
YPL232W,33093.5
YMR039C,33096.8
YDR184C,33106.4
YDR237W,33114.5
YPL068C,33119.6
YBR037C,33174.3
YDR087C,33193.7
R0040C,33201.5
YDR130C,33202.6
YGL162W,33206.8
YGL128C,33226.6
YPR199C,33230.5
YDL198C,33234.9
YOL001W,33235.2
YAL034W-A,33235.5
YPR066W,33265.7
YGR026W,33279.1
YFL034C-B,33285.2
YHR014W,33308.0
YKR052C,33309.9
YPR069C,33312.2
YGR205W,33328.0
YPL117C,33331.8
YBR085W,33333.4
YPR093C,33337.3
YPR058W,33386.2
YLR003C,33396.4
YDL201W,33400.9
YHR143W,33408.4
YER076C,33452.3
YNL075W,33487.6
YBR147W,33493.8
YFL044C,33499.2
YDR284C,33509.2
YOL077C,33540.8
YER053C,33545.8
YGL232W,33555.7
YPL149W,33563.3
YCR016W,33594.3
YPL054W,33596.3
YNL305C,33636.2
YNL156C,33664.9
YLR132C,33692.7
YLR340W,33701.4
YPL131W,33713.1
YMR183C,33716.9
YJL185C,33726.5
YER185W,33738.0
YLR209C,33754.3
YPL173W,33762.4
YKR013W,33763.9
YBR152W,33764.3
YKL128C,33769.6
YHR209W,33781.6
YBR040W,33788.1
YIL076W,33805.0
YDL076C,33807.9
YML052W,33830.2
YLR172C,33830.6
YPR139C,33836.4
YJR088C,33853.5
YLR091W,33877.2
YGR044C,33902.6
YDL052C,33904.4
YJL068C,33929.4
YDR489W,33929.9
YDR280W,33947.2
YMR099C,33949.1
YDR288W,33954.8
YML003W,33963.9
YCL009C,33982.2
YGL254W,33996.5
YOR228C,34006.5
YKR026C,34015.4
YDR054C,34019.8
YNL006W,34026.3
YOR222W,34026.5
YGR066C,34034.2
YPL052W,34044.6
YPL132W,34049.5
YOR065W,34056.9
YBR160W,34064.8
YOR385W,34071.1
YLR146C,34078.0
YKR037C,34080.2
YFR034C,34089.3
YNL194C,34098.8
YGR282C,34099.7
YIL082W,34105.2
YDR446W,34115.8
YHR199C,34121.8
YMR056C,34137.0
YKL150W,34141.2
YDL222C,34146.5
YPL186C,34184.6
YGR208W,34197.6
YMR241W,34203.1
YOR251C,34213.2
YFR041C,34215.9
YDR123C,34220.5
YDL119C,34222.1
YHR139C,34222.4
YPL134C,34225.7
YDR353W,34233.4
YLR220W,34242.1
YNL204C,34245.0
YLR018C,34246.8
YGR104C,34278.0
YGR277C,34299.8
YKL183W,34302.3
YDL114W,34307.3
YNL196C,34326.4
YBR231C,34330.0
YER142C,34335.2
YOR101W,34342.0
YBR039W,34360.0
YJL145W,34390.6
YFR004W,34392.7
YOR079C,34397.3
YBR119W,34405.7
YFR045W,34408.5
YDR077W,34409.5
YGR231C,34420.1
YIL134W,34427.7
YBL030C,34446.7
YDL218W,34452.1
YBR176W,34468.3
YIL061C,34470.7
YCL031C,34476.8
YDL014W,34487.0
YNL265C,34489.9
YCR073W-A,34498.6
YJL133W,34505.9
YMR025W,34512.0
YKL107W,34522.4
YOL093W,34531.0
YAR015W,34597.6
YKL164C,34621.0
YDL236W,34622.9
YLR307W,34625.5
YDR090C,34626.8
YGR222W,34644.8
YIL117C,34650.0
YGR017W,34652.2
YKR104W,34653.9
YPL177C,34664.2
YML110C,34681.9
YJL126W,34690.2
YBR061C,34703.0
YJR007W,34703.9
YGL146C,34705.2
YNL098C,34705.7
YBR175W,34745.1
YDR368W,34754.3
YER099C,34759.3
YER175C,34763.6
YOR100C,34771.7
YDL037C,34788.2
YKL216W,34798.2
YMR116C,34800.6
YML112W,34802.5
YDL179W,34809.4
YGL161C,34832.4
YPR147C,34844.6
YGL043W,34853.0
YOL056W,34858.8
YOL092W,34863.7
YNL072W,34881.5
YBR024W,34891.9
YMR079W,34894.0
YHR142W,34894.5
YJL117W,34895.1
YKL218C,34898.4
YBR251W,34898.6
YPL031C,34908.6
YNL177C,34920.9
YNR028W,34944.3
YGR144W,34983.3
YOR114W,35001.1
YPL064C,35023.3
YIL145C,35024.5
YMR206W,35025.2
YGR284C,35028.2
YMR055C,35033.2
YOR142W,35035.8
YPR061C,35037.1
YNL058C,35045.4
YOR074C,35046.6
YAR031W,35075.4
YOR120W,35080.5
YOR107W,35105.7
YHL011C,35127.2
YHR088W,35132.8
YGR096W,35154.3
YKL120W,35166.5
YDR352W,35170.2
YOR279C,35199.5
YHR187W,35200.8
YOR238W,35206.2
YDL127W,35225.0
YGL091C,35228.4
YHR061C,35233.6
YCR100C,35243.4
YDL108W,35245.3
YDR075W,35249.5
YMR130W,35273.6
YIL021W,35274.8
YML125C,35278.4
YKL110C,35324.7
YJR095W,35359.8
YNR027W,35365.1
YPR013C,35369.6
YJL116C,35388.7
YOR271C,35427.7
YMR281W,35451.3
YGR213C,35487.0
YNL263C,35503.3
YLR455W,35521.0
YJR083C,35523.2
YDL047W,35525.8
YDL045C,35535.4
YEL029C,35556.5
YDL124W,35556.8
YKL094W,35566.0
YMR267W,35572.9
YDR336W,35635.0
YCL049C,35637.0
YHR144C,35649.7
YPL111W,35651.2
YKL085W,35652.3
YNR034W,35652.9
YNR062C,35671.0
YLR308W,35676.4
YGR062C,35676.7
YOR006C,35678.6
YJR021C,35680.6
YAL025C,35680.9
YGR127W,35683.7
YBL068W,35714.4
YHL026C,35716.5
YBR290W,35742.8
YGR192C,35745.0
YJR093C,35750.2
YAL037C-B,35751.6
YJL052W,35752.3
YBR151W,35758.2
YER106W,35762.1
YOL073C,35763.5
YML087C,35768.9
YCR069W,35777.2
YJR009C,35845.2
YML121W,35850.9
YNR007C,35860.2
YMR310C,35867.8
YBR228W,35869.2
YIL106W,35877.8
YNL063W,35886.3
YER133W,35900.6
YJL213W,35904.8
YER186C,35911.8
YMR274C,35918.6
YDR068W,35926.1
YPR011C,35926.7
YPL266W,35964.4
YBR265W,35968.9
YLR257W,35979.4
YML050W,35982.6
YOR158W,36018.8
YMR262W,36028.2
YIL063C,36053.6
YDR374C,36057.8
YDL021W,36070.4
YKL091C,36074.7
YKR075C,36101.6
YHL013C,36105.5
YPL039W,36120.7
YNL215W,36123.2
YNR003C,36126.5
YOR287C,36129.0
YJR070C,36143.0
YOL094C,36156.5
YOR292C,36188.4
YOR340C,36203.2
YDR033W,36205.0
YKR080W,36239.0
YJL196C,36249.2
YOR164C,36267.4
YCR015C,36278.8
YOL002C,36288.1
YOL096C,36329.3
YMR048W,36333.9
YJR105W,36359.5
YGL081W,36373.2
YPR128C,36382.8
YNL284C,36383.1
YGL115W,36396.4
YHR195W,36406.8
YNR054C,36409.2
YBR183W,36422.9
YOR288C,36428.5
YAL020C,36463.6
YCL050C,36475.7
YGR060W,36481.4
YIR011C,36485.1
YDR492W,36499.1
YHR198C,36510.1
YPL157W,36547.7
YJL180C,36559.7
YBR104W,36564.7
YNL002C,36570.5
YLR283W,36575.6
YER179W,36607.0
YOL101C,36609.9
YOR143C,36612.4
YKR022C,36639.8
YPR176C,36653.2
YIL041W,36655.4
YPL273W,36658.8
YDL205C,36670.0
YDL057W,36687.2
YLR426W,36688.5
YLL062C,36705.1
YGL212W,36713.9
YMR303C,36728.3
YDR347W,36736.3
YPR114W,36760.5
YDR151C,36780.9
YDL015C,36783.1
YPR004C,36808.0
YMR299C,36810.0
YNL180C,36823.6
YDR530C,36827.1
YOL086C,36845.5
YGR007W,36856.2
YNL315C,36857.7
YDR480W,36878.8
YOR342C,36904.0
YCR036W,36913.3
YKL093W,36932.2
YKR042W,36942.6
YIL077C,36950.5
YFR055W,36964.7
YLR439W,36965.3
YDL243C,36974.4
YEL006W,36977.2
YMR180C,36994.8
YKR062W,37001.9
YCR002C,37016.2
YBR046C,37023.9
YNL097C,37026.0
YGL225W,37030.0
YCR021C,37032.9
YLR354C,37034.7
YAL018C,37053.6
YGR080W,37066.2
YDL183C,37067.7
YPL206C,37076.1
YHR106W,37085.8
YLR316C,37104.9
YKL018W,37115.3
YMR081C,37116.9
YHR104W,37117.1
YNL217W,37155.3
YCL059C,37173.7
YLR205C,37180.3
YDL078C,37193.6
YJR107W,37198.2
YOR007C,37200.8
YML004C,37205.3
YJL208C,37216.9
YPL087W,37230.0
YDR267C,37247.7
YGR043C,37248.9
YLR239C,37249.9
YOL007C,37256.6
YLR181C,37284.8
YJR153W,37291.3
YPL055C,37318.9
YNL160W,37324.2
YKL151C,37358.8
YMR244W,37376.0
YLR457C,37383.4
YDR175C,37401.9
YHR083W,37403.6
YIL023C,37414.6
YGL136C,37430.0
YBR211C,37444.1
YPR056W,37466.9
YJR100C,37483.1
YOR246C,37488.9
YKL019W,37491.9
YMR060C,37493.2
YDR058C,37505.6
YNL007C,37595.5
YHL025W,37597.1
YDR124W,37606.1
YIL084C,37629.9
YBR145W,37642.5
YPR110C,37679.0
YDR435C,37695.0
YDR044W,37707.9
YER037W,37708.1
YGL040C,37733.6
YLR375W,37734.1
YBR129C,37742.1
YHR076W,37780.7
YNL025C,37789.0
YJL088W,37839.6
YNR071C,37849.1
YLR017W,37858.0
YHR085W,37883.4
YML019W,37895.8
YJL006C,37908.0
YHR210C,37927.1
YGR015C,37942.3
YHL009C,37942.5
YDR400W,37949.6
YML037C,38021.7
YBL031W,38042.3
YPL004C,38042.3
YGL157W,38076.7
YDL246C,38093.9
YPL244C,38096.0
YDR460W,38124.8
YDR411C,38143.1
YOL151W,38162.8
YJR159W,38164.0
YER156C,38174.8
YNL290W,38201.0
YLR242C,38205.6
YPR086W,38208.9
YMR041C,38210.7
YMR315W,38211.8
YNL316C,38217.6
YEL017W,38223.1
YGL039W,38254.8
YLR377C,38255.9
YDL099W,38264.8
YOR261C,38302.9
YKR088C,38307.7
YGR086C,38319.3
YLR007W,38321.9
YBL033C,38325.5
YER016W,38350.0
YGR058W,38350.8
YPL227C,38353.2
YGL153W,38403.5
YGR113W,38428.5
YDL209C,38433.0
YOR026W,38437.0
YJR008W,38478.2
YJR139C,38502.4
YGR031W,38517.1
YKR071C,38533.9
YGR283C,38560.9
YER161C,38565.0
YFR025C,38568.1
YMR144W,38569.9
YBR141C,38573.4
YDL244W,38577.1
YDR541C,38579.1
YGR163W,38579.3
YPR127W,38593.1
YLR070C,38593.7
YFL058W,38595.1
YOR313C,38605.7
YNL332W,38624.2
YJR156C,38634.1
YPL069C,38641.7
YDR204W,38643.8
YDL065C,38659.2
YLR160C,38672.8
YLR158C,38672.8
YLR157C,38672.8
YLR155C,38672.8
YCL055W,38676.6
YGL001C,38702.7
YHR025W,38705.8
YIR029W,38706.1
YBR159W,38722.7
YBR054W,38730.9
YMR146C,38742.7
YBR050C,38751.0
YMR316W,38766.8
YDR392W,38801.6
YLR026C,38807.0
YNL274C,38824.8
YGR101W,38839.9
YPR075C,38867.4
YDL230W,38870.7
YBR149W,38874.8
YKL193C,38875.5
YIL019W,38899.0
YCL018W,38946.2
YCL032W,38961.2
YJR154W,38964.4
YGR084C,38999.5
YJR129C,39010.2
YOR315W,39023.6
YIL154C,39050.1
YHR101C,39061.9
YPL215W,39096.2
YDR012W,39096.8
YGL100W,39110.1
YDR265W,39117.5
YLR265C,39118.3
YBR031W,39126.9
YOL064C,39141.6
YLR332W,39141.9
YDR051C,39171.6
YNL326C,39186.0
YMR126C,39186.2
YPR129W,39190.1
YML107C,39221.0
YMR127C,39223.9
YOR008C,39253.4
YOR352W,39256.9
YPR180W,39263.5
YDR372C,39275.2
YEL004W,39283.6
YDL226C,39289.7
YCL064C,39309.9
YDR126W,39312.2
YNL037C,39328.5
YMR276W,39334.2
YDL100C,39337.1
YKR087C,39338.8
YCR105W,39347.9
YDL175C,39358.3
YJR060W,39366.1
YDR439W,39367.7
YOR061W,39409.0
YKR070W,39410.4
YIL096C,39422.2
YHR069C,39422.8
YDR214W,39435.8
YMR234W,39446.6
YPL118W,39467.1
YLR372W,39478.6
YDR279W,39484.0
YOR085W,39487.6
YIL122W,39503.0
YHR034C,39511.8
YOR091W,39531.7
YDR158W,39541.1
YDL055C,39562.2
YNR035C,39563.6
YGR165W,39597.8
YKR081C,39606.2
YKL060C,39609.1
YMR318C,39613.9
YNL141W,39618.2
YOL048C,39620.3
YDR451C,39626.0
YJL031C,39674.0
YJR142W,39680.7
YPL088W,39682.1
YOR262W,39694.2
YPL264C,39704.2
YMR228W,39724.1
YLR100W,39727.0
YOR136W,39743.9
YJR068W,39746.0
YBR249C,39747.7
YLR151C,39750.2
YOL107W,39751.3
YLR447C,39765.8
YBR034C,39771.3
YDL144C,39780.2
YGR048W,39808.8
YKR100C,39824.0
YJL023C,39835.3
YKL098W,39841.3
YPR057W,39854.9
YCL034W,39863.5
YKR077W,39879.6
YFR007W,39881.9
YJR141W,39902.3
YBR087W,39946.2
YPL015C,39967.6
YML131W,39978.3
YNL164C,39990.5
YGL211W,39999.8
YDR202C,40013.6
YCR034W,40017.5
YGR180C,40041.8
YBR221C,40044.9
YIL094C,40071.4
YML119W,40074.5
YGL175C,40094.5
YCR102C,40118.2
YDR273W,40140.7
YGR279C,40160.3
YOL010W,40177.1
YNL191W,40180.1
YMR101C,40216.5
YJR019C,40264.0
YNL229C,40265.2
YPL011C,40273.3
YNL173C,40274.4
YBR053C,40277.9
YNL084C,40289.8
YLR420W,40307.6
YNL187W,40310.2
YJR043C,40314.2
YDR173C,40326.2
YGR028W,40339.8
YHR156C,40345.8
YKR066C,40348.3
YMR083W,40375.0
YOR049C,40395.9
YMR305C,40451.4
YKL051W,40461.9
YBR128C,40469.3
YJL167W,40474.7
YLR097C,40476.7
YPR191W,40479.4
YML021C,40483.7
YER107C,40529.2
YOR075W,40529.4
YDL115C,40604.2
YML015C,40619.0
YKL043W,40651.5
YNL264C,40677.2
YHR097C,40682.7
YML067C,40690.6
YAL036C,40704.5
YOR221C,40705.7
YNL231C,40715.3
YOL126C,40728.2
YDR297W,40736.6
YPL236C,40739.0
YDL211C,40743.3
YLR270W,40763.0
YBL081W,40769.4
YBL016W,40770.5
YCR019W,40778.7
YGR257C,40779.0
YER127W,40792.9
YGL148W,40839.9
YHR002W,40842.8
YOL104C,40857.3
YGL138C,40860.2
YGR079W,40868.7
YML066C,40876.0
YOL047C,40882.1
YDR531W,40897.5
YCR107W,40909.7
YLR287C,40913.8
YOR173W,40933.8
YBR065C,40946.2
YKR092C,40971.7
YMR166C,40999.9
YFR018C,41011.5
YGR173W,41011.5
YKL011C,41016.1
YPR040W,41021.1
YPL191C,41021.8
YNR041C,41026.1
YDL168W,41039.5
YJL159W,41054.6
YHR054C,41059.4
YDR035W,41070.5
YDR517W,41105.3
YLR246W,41116.5
YER118C,41119.0
YLR460C,41126.7
YGL256W,41133.5
YNL288W,41154.9
YNL134C,41158.7
YIR026C,41188.6
YJR147W,41200.7
YBR105C,41241.4
YDR494W,41242.8
YFR046C,41285.2
YIR021W,41298.4
YGR154C,41306.9
YKR011C,41307.3
YNR074C,41335.5
YDR047W,41348.5
YDR354W,41367.7
YML047C,41379.6
YDR438W,41380.8
YDR321W,41385.6
YLR137W,41386.5
YBR057C,41423.7
YKL114C,41442.5
YPL152W,41445.8
YPL138C,41465.8
YIR034C,41473.3
YDL107W,41486.7
YJL131C,41490.8
YJL108C,41491.9
YMR214W,41543.9
YAL060W,41574.4
YGL255W,41574.9
YJR148W,41625.1
YGL159W,41628.4
YMR152W,41638.6
YIL079C,41648.8
YCR095C,41651.9
YBL074C,41666.0
YNL080C,41666.1
YBL032W,41676.4
YFL039C,41679.0
YLR405W,41700.1
YOR388C,41709.7
YLR141W,41717.3
YPL028W,41729.2
YPR035W,41759.5
YDR191W,41780.0
YBR076W,41783.1
YLR180W,41803.6
YDR113C,41819.5
YLR215C,41825.1
YJR094C,41841.6
YPR065W,41856.7
YIL083C,41869.3
YGR286C,41891.9
YGL063W,41900.9
YFL030W,41909.6
YDL134C,41910.2
YIL006W,41959.8
YPL279C,41978.6
YNL331C,41988.4
YOR390W,41992.7
YGL248W,42006.4
YMR203W,42032.8
YLR063W,42043.6
YGL209W,42062.9
YLR216C,42067.3
YBR026C,42074.3
YGL105W,42085.4
YBR192W,42120.2
YOR338W,42130.0
YMR097C,42159.1
YMR191W,42174.5
YFL029C,42178.8
YDR502C,42245.2
YKL042W,42272.9
Q0075,42297.9
YHR040W,42325.4
YDR142C,42327.4
YEL037C,42328.0
YMR005W,42353.2
YBR018C,42385.5
YOR037W,42386.4
YOL042W,42401.3
YMR251W,42403.3
YNR032W,42412.2
YHR112C,42434.4
YDR415C,42471.3
YBR234C,42473.4
YPL096W,42482.4
YPL014W,42483.0
YIL110W,42489.0
YAL032C,42490.4
YJL107C,42496.4
YHR052W,42535.1
YAL012W,42535.4
YCR044C,42538.8
YJL053W,42550.5
YMR028W,42555.2
YDL193W,42555.4
YLR291C,42571.1
YCL028W,42577.4
YPR078C,42583.9
YBL029W,42601.5
YMR289W,42634.3
YIL116W,42643.6
YGR040W,42680.6
YGL155W,42682.0
YLR191W,42711.5
YPR079W,42712.7
YLR056W,42730.6
YKR038C,42748.0
YLR224W,42751.2
YGL126W,42753.5
YML027W,42769.3
YDR192C,42786.8
YPL018W,42788.7
YML060W,42789.9
YIR025W,42792.9
YDR171W,42794.3
YMR270C,42797.6
YGR012W,42805.4
YEL046C,42807.5
YHR063C,42818.8
YGR052W,42819.0
YLL039C,42826.4
YNR015W,42827.0
YDR322W,42838.6
YDL022W,42854.2
YDR309C,42864.0
YDR065W,42864.9
YHR068W,42883.6
YMR114C,42902.9
YDR161W,42905.6
YDR459C,42930.3
YER095W,42943.9
YJL171C,42946.1
YDR318W,42950.1
YPL209C,42969.6
YGL185C,42987.9
YHR129C,42990.9
YMR139W,42999.9
YDL188C,43017.3
YDR268W,43023.9
YMR201C,43037.9
YOL116W,43057.0
YGL025C,43083.0
YOR242C,43107.1
YER028C,43140.0
YNL307C,43142.3
YJR072C,43179.1
YOL128C,43206.0
R0020C,43224.5
YDR414C,43242.5
YNL005C,43253.3
YKR076W,43270.0
YBR204C,43282.2
YKL113C,43289.8
YBR246W,43294.5
YCL008C,43315.7
YGL082W,43316.7
YLR244C,43376.9
YLL022C,43394.4
YOR184W,43409.9
YNL066W,43417.4
YML008C,43422.2
YMR030W,43462.6
YGL067W,43512.9
YPL230W,43537.6
YMR294W,43586.5
YDR259C,43601.0
YHR208W,43603.5
Q0105,43661.2
YOL044W,43681.7
YOR084W,43730.5
YML018C,43744.0
YPL165C,43752.8
YBR078W,43761.9
YNL042W,43762.7
YDR249C,43795.0
YOR063W,43798.5
YOL065C,43800.4
YFL066C,43829.2
YNL035C,43829.7
YEL050C,43835.0
YOL043C,43852.6
YPL001W,43861.8
YNR075W,43867.9
YLR449W,43868.6
YDR498C,43874.4
YMR173W-A,43919.5
YJL125C,43920.2
YPL193W,43990.1
YCR035C,43993.4
YNL230C,44014.3
YMR024W,44015.4
YGR185C,44024.4
YNL001W,44050.1
YDL029W,44065.9
YCL016C,44068.2
YBR155W,44107.9
YNR043W,44108.3
YLR105C,44113.8
YGR109C,44149.7
YOR193W,44151.5
YHL004W,44155.3
YBR025C,44174.5
YBR125C,44175.2
YKL080W,44185.8
YPR140W,44192.0
YGL213C,44216.0
YPL203W,44217.9
YGR046W,44220.2
YHR017W,44244.5
YPR054W,44309.8
YGR168C,44341.6
YDL204W,44366.6
YDL237W,44370.9
YLR355C,44377.0
YAR073W,44389.7
YBR161W,44393.4
YGL181W,44407.5
YPR124W,44436.3
YJR080C,44447.4
YLR418C,44457.7
YDR019C,44475.5
YPL154C,44476.1
YKL195W,44491.8
YOL003C,44493.7
YGL246C,44505.9
YGR159C,44513.6
YJL137C,44536.3
YNR048W,44544.5
YHR123W,44555.0
YIL136W,44584.0
YKR004C,44584.4
YGL075C,44587.9
YOR176W,44604.6
YDR197W,44625.2
YBL013W,44635.5
YDL128W,44635.6
YGR234W,44636.7
YDR088C,44644.5
YDR532C,44651.7
YNL064C,44666.2
YIL035C,44672.0
YKR059W,44684.5
YJL138C,44684.5
YDR005C,44724.3
YIL160C,44731.9
YLR019W,44736.1
YCR012W,44738.8
YLR459W,44748.4
YGL263W,44808.9
YPL057C,44819.4
YNL130C,44824.7
YER154W,44836.4
YER048C,44847.3
YOR057W,44855.9
YMR272C,44871.7
YJL147C,44872.3
YHR075C,44886.3
YGR010W,44897.5
YPL171C,44909.8
YPL112C,44920.1
YGR187C,44920.6
YML062C,44948.2
YGR072W,44964.0
YCR094W,44983.8
YPR118W,45006.6
YHR179W,45007.0
YPL113C,45013.1
YJL048C,45020.9
YEL056W,45029.4
YHR201C,45042.8
YJR125C,45068.5
YIL153W,45076.7
YGR112W,45079.7
YJR032W,45124.2
YLR082C,45141.6
YLR099C,45152.2
YJR149W,45162.5
YML132W,45172.4
YBR302C,45172.4
YKL004W,45186.5
YPR023C,45208.0
YPR025C,45208.8
YGR210C,45217.5
YDR021W,45223.0
YPR041W,45240.4
YNL292W,45269.8
YGL048C,45280.4
YNL336W,45295.5
YOL136C,45304.9
YGR122W,45309.5
YFL062W,45321.5
YGR193C,45356.1
YOR303W,45361.0
YPL255W,45379.8
YDR432W,45393.9
YHL022C,45430.4
YBR036C,45442.5
YIL042C,45448.3
YNL092W,45489.2
YBR042C,45529.6
YDL104C,45545.1
YOR368W,45564.0
YAL015C,45579.4
YNL051W,45609.9
YNL175C,45625.1
YLR453C,45655.4
YDL248W,45688.1
YGR295C,45688.7
YNL309W,45693.4
YJR161C,45715.0
YHL014C,45715.1
YLR226W,45723.1
YER145C,45727.8
YDR423C,45751.4
YDR427W,45773.7
YMR235C,45774.9
YBR233W,45782.7
