Systematic Name,5'UTR Length
YMR034C,116
YBR107C,116
YMR089C,116
YLR422W,116
YGL035C,116
YGR108W,116
YKL010C,116
YDR292C,116
YKL085W,116
YMR281W,116
YKL125W,116
YNL065W,116
YBR001C,116
YPR018W,116
YKR051W,117
YGL209W,117
YJL082W,117
YMR007W,117
YMR300C,117
YLR208W,117
YNL219C,117
YGL067W,117
YNL192W,117
YKR028W,118
YDR460W,118
YJR112W,118
YER121W,118
YPR035W,118
YNL295W,118
YMR243C,118
YPL023C,119
YLR076C,119
YLR220W,119
YDR338C,119
YBR115C,119
YGL202W,119
YKL116C,119
YHR026W,119
YCR067C,119
YOR256C,119
YDR142C,120
YDL076C,120
YOR238W,120
YKL171W,120
YOR143C,120
YNL007C,121
YKL189W,121
YKL068W,121
YPR019W,121
YDR162C,121
YBR077C,122
YDR006C,122
YKL005C,122
YPL012W,122
YJL073W,122
YLR251W,122
YDR219C,122
YEL036C,122
YJR089W,122
YGL115W,122
YHR174W,122
YJR096W,122
YOR172W,122
YPL181W,122
YKL106W,122
YJR060W,123
YHL003C,123
YDR151C,123
YDR044W,123
YDL133W,123
YIL090W,123
YLR194C,123
YDR045C,123
YGR019W,123
YMR134W,123
YPL246C,123
YBL084C,123
YPL050C,123
YJL147C,124
YDR392W,124
YGR061C,124
YJR021C,124
YGR156W,124
YBR238C,124
YIL112W,124
YPL239W,125
YPL148C,125
YFL030W,125
YLL056C,125
YFR020W,125
YMR012W,125
YOR228C,125
YOR254C,125
YML080W,125
YNL068C,125
YGR065C,125
YBL025W,125
YBR167C,125
YHL026C,126
YBR264C,126
YMR144W,126
YGL155W,126
YPL087W,126
YMR212C,126
YFL027C,126
YMR308C,126
YEL072W,126
YPL019C,126
YIL056W,126
YMR305C,126
YDR524W-C,126
YEL059C-A,126
YOL006C,127
YKL218C,127
YCR057C,127
YMR238W,127
YEL068C,127
YBR222C,127
YNL207W,127
YDL014W,128
YLL029W,128
YLL012W,128
YEL017W,128
YHL009C,128
YLR297W,128
YFL039C,128
YLR372W,128
YPR126C,129
YMR270C,129
YNL032W,129
YKR009C,129
YNL157W,129
YBR147W,129
YGL167C,129
YLR106C,129
YNL155W,129
YJL185C,129
YPL157W,129
YLR244C,129
YPL092W,129
YGR202C,130
YNL286W,130
YDR508C,130
YCR032W,130
YER171W,130
YPL228W,130
YHR169W,130
YHR007C,130
YCL055W,130
YGL116W,130
YFL007W,130
YBR084C-A,131
YLR214W,131
YNL092W,131
YDL155W,131
YBR132C,131
YIL105C,131
YMR170C,131
YHL027W,131
YLR248W,132
YDR144C,132
YLL060C,132
YOR033C,132
YJL127C-B,132
YKR014C,132
YOL116W,132
YBR049C,132
YLR224W,132
YEL065W,132
YKL092C,132
YNL097C,133
YPR008W,133
YBL075C,133
YBR148W,133
YDR298C,133
YER165W,133
YLR154W-B,133
YDR365C,134
YMR165C,134
YLR112W,134
YBR008C,134
YMR263W,134
YOR061W,134
YKR072C,134
YLL031C,134
YBL043W,134
YER059W,134
YKR027W,135
YDR078C,135
YDR457W,135
YPL174C,135
YOR304C-A,135
YLL021W,135
YJL165C,136
YNL298W,136
YER119C,136
YOL111C,136
YCR011C,136
YML121W,136
YMR241W,136
YKL030W,136
YLL015W,136
YDL013W,136
YKL062W,137
YBR249C,137
YDR387C,137
YBR259W,137
YDR319C,137
YPL227C,137
YGL032C,137
YGR239C,137
YIL130W,137
YGR251W,137
YOL163W,137
YNR074C,137
YPR134W,138
YPR109W,138
YDL045C,138
YLR134W,138
YDL234C,138
YPL132W,138
YGR012W,139
YBR201W,139
YDL189W,139
YGR191W,139
YJL117W,139
YCL049C,139
YCR008W,139
YHR099W,139
YGR038W,139
YBR159W,140
YKL039W,140
YHL008C,140
YLR164W,140
YDL146W,140
YDR238C,140
YDL198C,140
YJR045C,140
YBR218C,141
YOR316C,141
YOR054C,142
YHR045W,142
YPL158C,142
YBL103C,142
YNL288W,142
YLR451W,143
YJL129C,143
YFR026C,143
YML035C,143
YDR300C,143
YDR302W,143
YBR239C,143
YOL019W,143
YDR237W,143
YHR106W,144
YIL005W,144
YFL004W,144
YLR130C,144
YDR517W,145
YDR034C,145
YKL150W,145
YNL263C,145
YGR031W,145
YGR174W-A,146
YGR046W,146
YGR049W,146
YPL024W,146
YDR380W,146
YPL179W,146
YER060W,146
YMR169C,146
YLR034C,146
YMR162C,146
YMR163C,146
YLR198C,147
YOR211C,147
YKL026C,147
YNR009W,147
YOL082W,147
YBR081C,147
YBR151W,147
YDR468C,147
YOR342C,147
YGR054W,147
YPL095C,147
YPL042C,147
YGL163C,147
YPL076W,147
YLR347C,148
YGR017W,148
YBR162C,148
YPL193W,148
YLR271W,148
YDL129W,148
YOL112W,148
YKL181W,148
YGR043C,148
YBR283C,148
YGR121C,149
YKL113C,149
YOR209C,149
YNL090W,149
YLR277C,149
YHR195W,149
YGL094C,150
YIL014W,150
YKL041W,150
YML018C,150
YLR016C,150
YOL013C,150
YEL042W,150
YDL055C,150
YLR120C,150
YDR280W,150
YNL063W,150
YDR452W,151
YEL037C,151
YPR160W,151
YPR151C,151
YBR043C,151
YJR008W,151
YAR014C,151
YDR279W,151
YKR080W,151
YDR206W,152
YLR006C,152
YGR041W,152
YMR189W,152
YGL176C,152
YJL101C,153
YJL048C,153
YHR041C,153
YBL047C,153
YNL016W,153
YGR184C,153
YDR306C,153
YDR318W,154
YDR073W,154
YOR277C,154
YML007W,154
YOR302W,154
YDR147W,154
YPL140C,154
YBR083W,155
YER004W,155
YOL130W,155
YKL121W,155
YHR012W,155
YBR298C,155
YOR153W,155
YOR208W,155
YDL084W,156
YOL014W,156
YJL005W,156
YDL088C,156
YDL217C,156
YLR450W,156
YLR436C,156
YDR492W,156
YML072C,157
YKR058W,157
YBL020W,158
YDR346C,158
YJL124C,158
YNL103W,159
YOL023W,159
YER169W,159
YLR212C,159
YMR030W,160
YKL063C,160
YIL107C,160
YDR363W,160
YIL161W,160
YGL224C,160
YFR049W,160
YML043C,160
YNL331C,160
YHR115C,160
YGL049C,161
YGL028C,161
YDR414C,161
YGR258C,161
YDL188C,161
YGR143W,162
YDR398W,162
YFL005W,162
YNL144C,162
YKL212W,162
YIL115C,162
YOR270C,163
YPL203W,163
YOR317W,163
YJL198W,163
YGR154C,163
YLL035W,163
YBR078W,163
YLR352W,163
YNL091W,164
YBR192W,164
YLR138W,164
YEL004W,164
YOR212W,164
YOL011W,165
YBR242W,165
YNL164C,165
YNL294C,165
YLR278C,165
YEL016C,165
YPR181C,166
YGR090W,166
YJL111W,166
YDL135C,166
YNL307C,167
YKL070W,167
YJL092W,167
YDR332W,167
YGL179C,167
YOR328W,167
YPL057C,167
YHL042W,168
YGR117C,168
YGR149W,168
YLL032C,168
YOR090C,168
YER159C,168
YBR031W,169
YHR162W,169
YPL058C,169
YBR291C,169
YDR043C,170
YDR275W,170
YDL056W,170
YKL079W,170
YOL126C,170
YJR083C,170
YDL053C,170
YER001W,171
YDL077C,171
YCR004C,171
YJL133W,171
YMR261C,171
YPR149W,171
YLR026C,171
YDR075W,171
YDR054C,172
YDR127W,172
YNL027W,172
YNL156C,172
YKL148C,173
YGL066W,173
YNL161W,173
YPR013C,173
YKR017C,174
YDL240W,174
YER073W,175
YNL101W,175
YPL224C,175
YNL176C,175
YOR070C,175
YOR304W,176
YBR125C,176
YOR058C,176
YOR005C,176
YKL110C,176
YEL024W,177
YJL213W,177
YGL133W,177
YPL184C,177
YNL240C,177
YDR209C,177
YER107C,177
YMR181C,177
YML111W,177
YOR003W,178
YNL047C,178
YBR157C,178
YAL062W,178
YDR422C,178
YLR009W,179
YFL009W,179
YLL048C,179
YDL037C,179
YPL232W,179
YMR015C,180
YJL164C,180
YNR014W,180
YLR031W,180
YLR371W,181
YLR257W,181
YMR319C,181
YOR086C,181
YFR006W,181
YOR112W,182
YJR056C,182
YOL137W,182
YKL051W,182
YPL256C,183
YKL032C,183
YJR054W,183
YJL050W,183
YJL080C,183
YCL025C,183
YGR250C,183
YLR121C,183
YBL017C,184
YHR142W,184
YJL079C,184
YHL012W,184
YPL032C,185
YDL141W,185
YOR027W,185
YDR326C,185
YDL049C,186
YDL190C,186
YKL104C,186
YPL055C,186
YBL035C,187
YLR060W,187
YNL087W,187
YDR088C,187
YDR178W,187
YOL062C,187
YDR165W,187
YMR216C,188
YMR273C,189
YDR085C,189
YFL036W,190
YGL110C,190
YER123W,190
YKL126W,190
YNL287W,190
YFL034W,190
YPR145C-A,191
YKL014C,191
YDR283C,191
YLR028C,191
YDR001C,192
YER158C,192
YOR326W,192
YMR119W,192
YDR047W,193
YOL152W,193
YLR152C,193
YNL183C,193
YJL128C,193
YLR328W,193
YJR152W,193
YER175W-A,193
YGR180C,194
YMR199W,194
YOR306C,194
YDR404C,194
YNL189W,194
YDL047W,194
YLL057C,194
YNL261W,195
YER007W,195
YBR066C,195
YBL045C,196
YHR216W,196
YNL064C,196
YKR042W,196
YLR219W,196
YHR061C,196
YKL139W,196
YOL009C,196
YER118C,196
YFR014C,197
YDL025C,197
YMR171C,197
YOR155C,197
YER062C,198
YLR425W,198
YER028C,199
YDR293C,199
YCR027C,199
YKL105C,200
YJR107W,200
YLR228C,200
YLR048W,200
YCL021W-A,201
YER081W,201
YLR390W,201
YDL205C,201
YCR084C,202
YOL004W,203
YFL033C,203
YBR221C,203
YNL012W,203
YPL070W,204
YOR142W,204
YDR148C,204
YOR307C,205
YDR400W,206
YOL103W,206
YHR086W,206
YOL136C,206
YHR080C,206
YHR204W,206
YKL072W,206
YLR378C,206
YLR019W,206
YER035W,207
YMR081C,207
YMR108W,207
YIL023C,207
YOL100W,208
YPL141C,208
YNL229C,209
YNR017W,209
YLR053C,209
YPL204W,209
YDR253C,209
YGR171C,210
YCR069W,210
YGL044C,210
YPR138C,210
YBR082C,210
YOL028C,210
YOR008C,211
YKL184W,211
YDL125C,211
YMR304W,212
YMR139W,212
YGR039W,212
YER141W,212
YDL215C,213
YPL156C,213
YGR267C,213
YOR174W,214
YMR283C,214
YER094C,214
YDL019C,214
YOL081W,215
YGR157W,215
YGR178C,215
YNL147W,216
YHR084W,216
YLR455W,216
YBR183W,216
YPR165W,216
YDR441C,216
YNL131W,216
YNL291C,217
YDR266C,217
YOR152C,217
YBR137W,218
YIL162W,218
YIL038C,219
YPR021C,219
YML106W,219
YMR096W,220
YDR195W,220
YOL097W-A,221
YOR360C,221
YIL055C,222
YGL125W,223
YLR187W,223
YKR096W,223
YNL290W,223
YBL049W,224
YGR240C,224
YOL104C,224
YDR348C,224
YNL076W,225
YBL016W,226
YIL147C,226
YKL024C,226
YPR097W,226
YAL061W,227
YPL008W,228
YMR136W,228
YGR281W,228
YDR232W,228
YMR246W,228
YIL129C,228
YER054C,229
YHR137W,229
YDR310C,230
YGL229C,230
YCR007C,230
YOL059W,230
YDR436W,231
YPL254W,232
YLR286C,232
YPR185W,233
YPR121W,234
YLL055W,234
YEL007W,234
YOR014W,235
YKL046C,235
YGL062W,235
YNL186W,236
YNL187W,236
YHR119W,236
YGL008C,237
YPL145C,237
YDR133C,237
YPL115C,238
YOR322C,238
YDR541C,238
YKL151C,239
YGR110W,239
YDL145C,239
YDR033W,239
YJR116W,240
YMR148W,241
YNR055C,241
YDR439W,242
YLL010C,243
YKL140W,243
YKL161C,243
YGL197W,245
YKR056W,245
YLR407W,245
YGR098C,245
YDL020C,245
YNL218W,245
YPL154C,246
YOR116C,246
YNL041C,247
YBR086C,247
YOR044W,247
YKL064W,248
YMR070W,250
YNL085W,250
YHR023W,250
YDR372C,250
YML016C,250
YOL087C,250
YDR477W,251
YKL109W,251
YDR234W,251
YKL163W,251
YDR389W,254
YGR122C-A,255
YDR105C,255
YEL060C,256
YLR108C,256
YOR151C,257
YLR342W,258
YNL251C,258
YIL045W,260
YGR229C,260
YNL238W,260
YNL271C,261
YDR325W,261
YDR247W,261
YDL117W,262
YPL258C,263
YOL105C,263
YNL231C,264
YML091C,264
YER100W,265
YBR158W,265
YDR284C,266
YDL204W,267
YBL067C,267
YGL256W,267
YAR023C,267
YNL094W,268
YGR089W,269
YHR143W,269
YDR103W,269
YGR286C,269
YOR107W,270
YNL190W,270
YMR008C,271
YIL156W,271
YDR242W,271
YER099C,271
YLL013C,272
YDR170C,273
YGL162W,274
YMR010W,274
YDR438W,274
YOL154W,275
YGL006W,275
YKR100C,276
YNL011C,276
YDR251W,277
YDL160C,277
YDR303C,280
YLR142W,281
YOR049C,282
YDR480W,282
YGR138C,283
YPR159W,284
YBL039W-B,284
YLR430W,287
YOR065W,289
YGR218W,290
YCR033W,294
YCR089W,297
YHR206W,298
YBL099W,298
YKL101W,298
YNL277W,301
YOR370C,301
YDL132W,302
YER089C,304
YLR299W,304
YKR038C,304
YML056C,309
YMR016C,309
YPL089C,313
YGL096W,313
YPR156C,315
YBL072C,315
YBR054W,315
YER115C,316
YDR011W,317
YLR089C,317
YHR161C,318
YNL154C,318
YDR028C,318
YAL040C,319
YHR001W,321
YKL182W,321
YER065C,322
YER114C,322
YLR113W,323
YMR075W,324
YGR203W,324
YBL105C,325
YKL220C,325
YNL053W,329
YEL062W,330
YIL048W,330
YKL185W,332
YDL006W,333
YLR403W,333
YGL173C,333
YPR117W,334
YBL092W,334
YFR032C-A,334
YMR112C,335
YNL167C,340
YGL221C,340
YBR196C-A,341
YOR010C,341
YIL139C,342
YHR091C,343
YOR092W,346
YLR223C,347
YKL176C,347
YBR208C,348
YNL197C,350
YBR212W,350
YOR185C,352
YKL004W,353
YNL142W,355
YCR015C,356
YEL028W,356
YMR100W,356
YKL186C,357
YIL050W,358
YMR102C,358
YNL066W,359
YOL123W,360
YDR335W,361
YER131W,362
YOL001W,363
YDL224C,365
YGR027C,366
YDR169C,367
YAL017W,368
YJR155W,368
YER102W,368
YPL016W,369
YDL137W,372
YCL024W,380
YGL014W,381
YML086C,382
YDR472W,383
YGL071W,385
YDL180W,385
YOL036W,388
YJL016W,389
YPL242C,394
YGL189C,397
YPL177C,406
YDR351W,410
YGL190C,411
YNR048W,412
YGR148C,420
YLR046C,421
YKL173W,422
YLR332W,423
YGR169C,430
YFL024C,432
YKL040C,433
YBR089C-A,439
YMR316C-B,442
YOR222W,442
YDL061C,445
YDL115C,452
YLL019C,457
YER088C,461
YGL215W,464
YGR032W,473
YLR333C,474
YGR243W,477
YGL187C,484
YDL134C,485
YKL089W,488
YBR293W,489
YGL031C,490
YIL123W,490
YGR270W,492
YLR388W,494
YOR267C,502
YER125W,508
YMR087W,510
YER129W,526
YLR096W,526
YMR043W,531
YNR016C,545
YGL098W,555
YLR367W,564
YEL009C,571
YIR013C,576
Q0085,608
YJL130C,624
YDR072C,682
YBR029C,685
YNR051C,712
YLR169W,776
YHR134W,803
YDR099W,827
YJL090C,855
YLR154C-G,990
