Systematic Name,Standard Name,disease,Evidence Code,Reference,term_link,gene_link
YKL024C,URA6,cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/26354769' target='_blank'>PMID:26354769</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YKL024C/disease' target='_blank'>YKL024C</a>
YKL033W,TTI1,cancer,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/26354769' target='_blank'>PMID:26354769</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YKL033W/disease' target='_blank'>YKL033W</a>
YKL033W,TTI1,cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/26354769' target='_blank'>PMID:26354769</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YKL033W/disease' target='_blank'>YKL033W</a>
YKL035W,UGP1,cancer,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/26354769' target='_blank'>PMID:26354769</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YKL035W/disease' target='_blank'>YKL035W</a>
YKL035W,UGP1,cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/26354769' target='_blank'>PMID:26354769</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YKL035W/disease' target='_blank'>YKL035W</a>
YKL049C,CSE4,male infertility,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/28542158' target='_blank'>PMID:28542158</a>,<a href='https://www.yeastgenome.org/disease/DOID:12336' target='_blank'>male infertility</a>,<a href='https://www.yeastgenome.org/locus/YKL049C/disease' target='_blank'>YKL049C</a>
YKL049C,CSE4,male infertility,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28542158' target='_blank'>PMID:28542158</a>,<a href='https://www.yeastgenome.org/disease/DOID:12336' target='_blank'>male infertility</a>,<a href='https://www.yeastgenome.org/locus/YKL049C/disease' target='_blank'>YKL049C</a>
YKL049C,CSE4,oligospermia,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/28542158' target='_blank'>PMID:28542158</a>,<a href='https://www.yeastgenome.org/disease/DOID:14228' target='_blank'>oligospermia</a>,<a href='https://www.yeastgenome.org/locus/YKL049C/disease' target='_blank'>YKL049C</a>
YKL049C,CSE4,oligospermia,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28542158' target='_blank'>PMID:28542158</a>,<a href='https://www.yeastgenome.org/disease/DOID:14228' target='_blank'>oligospermia</a>,<a href='https://www.yeastgenome.org/locus/YKL049C/disease' target='_blank'>YKL049C</a>
YKL049C,CSE4,cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/29522205' target='_blank'>PMID:29522205</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YKL049C/disease' target='_blank'>YKL049C</a>
YKL053C-A,MDM35,breast cancer,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/25998939' target='_blank'>PMID:25998939</a>,<a href='https://www.yeastgenome.org/disease/DOID:1612' target='_blank'>breast cancer</a>,<a href='https://www.yeastgenome.org/locus/YKL053C-A/disease' target='_blank'>YKL053C-A</a>
YKL053C-A,MDM35,breast cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/25998939' target='_blank'>PMID:25998939</a>,<a href='https://www.yeastgenome.org/disease/DOID:1612' target='_blank'>breast cancer</a>,<a href='https://www.yeastgenome.org/locus/YKL053C-A/disease' target='_blank'>YKL053C-A</a>
YKL055C,OAR1,mitochondrial metabolism disease,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/25203508' target='_blank'>PMID:25203508</a>,<a href='https://www.yeastgenome.org/disease/DOID:700' target='_blank'>mitochondrial metabolism disease</a>,<a href='https://www.yeastgenome.org/locus/YKL055C/disease' target='_blank'>YKL055C</a>
YKL055C,OAR1,mitochondrial metabolism disease,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/25203508' target='_blank'>PMID:25203508</a>,<a href='https://www.yeastgenome.org/disease/DOID:700' target='_blank'>mitochondrial metabolism disease</a>,<a href='https://www.yeastgenome.org/locus/YKL055C/disease' target='_blank'>YKL055C</a>
YKL085W,MDH1,developmental and epileptic encephalopathy 51,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/27989324' target='_blank'>PMID:27989324</a>,<a href='https://www.yeastgenome.org/disease/DOID:0080433' target='_blank'>developmental and epileptic encephalopathy 51</a>,<a href='https://www.yeastgenome.org/locus/YKL085W/disease' target='_blank'>YKL085W</a>
YKL085W,MDH1,developmental and epileptic encephalopathy 51,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/27989324' target='_blank'>PMID:27989324</a>,<a href='https://www.yeastgenome.org/disease/DOID:0080433' target='_blank'>developmental and epileptic encephalopathy 51</a>,<a href='https://www.yeastgenome.org/locus/YKL085W/disease' target='_blank'>YKL085W</a>
YKL113C,RAD27,cancer,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/18443037' target='_blank'>PMID:18443037</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YKL113C/disease' target='_blank'>YKL113C</a>
YKL113C,RAD27,cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/18443037' target='_blank'>PMID:18443037</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YKL113C/disease' target='_blank'>YKL113C</a>
YKL119C,VPH2,congenital disorder of glycosylation type IIp,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/26833330' target='_blank'>PMID:26833330</a>,<a href='https://www.yeastgenome.org/disease/DOID:0070268' target='_blank'>congenital disorder of glycosylation type IIp</a>,<a href='https://www.yeastgenome.org/locus/YKL119C/disease' target='_blank'>YKL119C</a>
YKL145W,RPT1,cancer,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/26354769' target='_blank'>PMID:26354769</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YKL145W/disease' target='_blank'>YKL145W</a>
YKL145W,RPT1,cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/26354769' target='_blank'>PMID:26354769</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YKL145W/disease' target='_blank'>YKL145W</a>
YKL148C,SDH1,cardiomyopathy,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/28724664' target='_blank'>PMID:28724664</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050700' target='_blank'>cardiomyopathy</a>,<a href='https://www.yeastgenome.org/locus/YKL148C/disease' target='_blank'>YKL148C</a>
YKL148C,SDH1,cardiomyopathy,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28724664' target='_blank'>PMID:28724664</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050700' target='_blank'>cardiomyopathy</a>,<a href='https://www.yeastgenome.org/locus/YKL148C/disease' target='_blank'>YKL148C</a>
YKL148C,SDH1,pheochromocytoma,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/28724664' target='_blank'>PMID:28724664</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050771' target='_blank'>pheochromocytoma</a>,<a href='https://www.yeastgenome.org/locus/YKL148C/disease' target='_blank'>YKL148C</a>
YKL148C,SDH1,pheochromocytoma,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28724664' target='_blank'>PMID:28724664</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050771' target='_blank'>pheochromocytoma</a>,<a href='https://www.yeastgenome.org/locus/YKL148C/disease' target='_blank'>YKL148C</a>
YKL148C,SDH1,paraganglioma,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/28724664' target='_blank'>PMID:28724664</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050773' target='_blank'>paraganglioma</a>,<a href='https://www.yeastgenome.org/locus/YKL148C/disease' target='_blank'>YKL148C</a>
YKL148C,SDH1,paraganglioma,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28724664' target='_blank'>PMID:28724664</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050773' target='_blank'>paraganglioma</a>,<a href='https://www.yeastgenome.org/locus/YKL148C/disease' target='_blank'>YKL148C</a>
YKL148C,SDH1,mitochondrial complex II deficiency,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/28724664' target='_blank'>PMID:28724664</a>,<a href='https://www.yeastgenome.org/disease/DOID:0060537' target='_blank'>mitochondrial complex II deficiency</a>,<a href='https://www.yeastgenome.org/locus/YKL148C/disease' target='_blank'>YKL148C</a>
YKL148C,SDH1,mitochondrial complex II deficiency,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28724664' target='_blank'>PMID:28724664</a>,<a href='https://www.yeastgenome.org/disease/DOID:0060537' target='_blank'>mitochondrial complex II deficiency</a>,<a href='https://www.yeastgenome.org/locus/YKL148C/disease' target='_blank'>YKL148C</a>
YKL148C,SDH1,leukodystrophy,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/28724664' target='_blank'>PMID:28724664</a>,<a href='https://www.yeastgenome.org/disease/DOID:10579' target='_blank'>leukodystrophy</a>,<a href='https://www.yeastgenome.org/locus/YKL148C/disease' target='_blank'>YKL148C</a>
YKL148C,SDH1,leukodystrophy,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28724664' target='_blank'>PMID:28724664</a>,<a href='https://www.yeastgenome.org/disease/DOID:10579' target='_blank'>leukodystrophy</a>,<a href='https://www.yeastgenome.org/locus/YKL148C/disease' target='_blank'>YKL148C</a>
YKL148C,SDH1,neurodegenerative disease,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/28724664' target='_blank'>PMID:28724664</a>,<a href='https://www.yeastgenome.org/disease/DOID:1289' target='_blank'>neurodegenerative disease</a>,<a href='https://www.yeastgenome.org/locus/YKL148C/disease' target='_blank'>YKL148C</a>
YKL148C,SDH1,neurodegenerative disease,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28724664' target='_blank'>PMID:28724664</a>,<a href='https://www.yeastgenome.org/disease/DOID:1289' target='_blank'>neurodegenerative disease</a>,<a href='https://www.yeastgenome.org/locus/YKL148C/disease' target='_blank'>YKL148C</a>
YKL148C,SDH1,Leigh disease,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/7550341' target='_blank'>PMID:7550341</a>,<a href='https://www.yeastgenome.org/disease/DOID:3652' target='_blank'>Leigh disease</a>,<a href='https://www.yeastgenome.org/locus/YKL148C/disease' target='_blank'>YKL148C</a>
YKL148C,SDH1,Leigh disease,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/7550341' target='_blank'>PMID:7550341</a>,<a href='https://www.yeastgenome.org/disease/DOID:3652' target='_blank'>Leigh disease</a>,<a href='https://www.yeastgenome.org/locus/YKL148C/disease' target='_blank'>YKL148C</a>
YKL148C,SDH1,pituitary adenoma,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/28724664' target='_blank'>PMID:28724664</a>,<a href='https://www.yeastgenome.org/disease/DOID:3829' target='_blank'>pituitary adenoma</a>,<a href='https://www.yeastgenome.org/locus/YKL148C/disease' target='_blank'>YKL148C</a>
YKL148C,SDH1,pituitary adenoma,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28724664' target='_blank'>PMID:28724664</a>,<a href='https://www.yeastgenome.org/disease/DOID:3829' target='_blank'>pituitary adenoma</a>,<a href='https://www.yeastgenome.org/locus/YKL148C/disease' target='_blank'>YKL148C</a>
YKL148C,SDH1,gastrointestinal stromal tumor,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/28724664' target='_blank'>PMID:28724664</a>,<a href='https://www.yeastgenome.org/disease/DOID:9253' target='_blank'>gastrointestinal stromal tumor</a>,<a href='https://www.yeastgenome.org/locus/YKL148C/disease' target='_blank'>YKL148C</a>
YKL148C,SDH1,gastrointestinal stromal tumor,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28724664' target='_blank'>PMID:28724664</a>,<a href='https://www.yeastgenome.org/disease/DOID:9253' target='_blank'>gastrointestinal stromal tumor</a>,<a href='https://www.yeastgenome.org/locus/YKL148C/disease' target='_blank'>YKL148C</a>
YKL188C,PXA2,adrenoleukodystrophy,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/18757502' target='_blank'>PMID:18757502</a>,<a href='https://www.yeastgenome.org/disease/DOID:10588' target='_blank'>adrenoleukodystrophy</a>,<a href='https://www.yeastgenome.org/locus/YKL188C/disease' target='_blank'>YKL188C</a>
YKL188C,PXA2,adrenoleukodystrophy,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/21145416' target='_blank'>PMID:21145416</a>,<a href='https://www.yeastgenome.org/disease/DOID:10588' target='_blank'>adrenoleukodystrophy</a>,<a href='https://www.yeastgenome.org/locus/YKL188C/disease' target='_blank'>YKL188C</a>
YKL188C,PXA2,adrenoleukodystrophy,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/18757502' target='_blank'>PMID:18757502</a>,<a href='https://www.yeastgenome.org/disease/DOID:10588' target='_blank'>adrenoleukodystrophy</a>,<a href='https://www.yeastgenome.org/locus/YKL188C/disease' target='_blank'>YKL188C</a>
YKL188C,PXA2,adrenoleukodystrophy,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/21145416' target='_blank'>PMID:21145416</a>,<a href='https://www.yeastgenome.org/disease/DOID:10588' target='_blank'>adrenoleukodystrophy</a>,<a href='https://www.yeastgenome.org/locus/YKL188C/disease' target='_blank'>YKL188C</a>
YKL188C,PXA2,adrenoleukodystrophy,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/18757502' target='_blank'>PMID:18757502</a>,<a href='https://www.yeastgenome.org/disease/DOID:10588' target='_blank'>adrenoleukodystrophy</a>,<a href='https://www.yeastgenome.org/locus/YKL188C/disease' target='_blank'>YKL188C</a>
YKL188C,PXA2,adrenoleukodystrophy,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/21145416' target='_blank'>PMID:21145416</a>,<a href='https://www.yeastgenome.org/disease/DOID:10588' target='_blank'>adrenoleukodystrophy</a>,<a href='https://www.yeastgenome.org/locus/YKL188C/disease' target='_blank'>YKL188C</a>
YKL188C,PXA2,adrenoleukodystrophy,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/18757502' target='_blank'>PMID:18757502</a>,<a href='https://www.yeastgenome.org/disease/DOID:10588' target='_blank'>adrenoleukodystrophy</a>,<a href='https://www.yeastgenome.org/locus/YKL188C/disease' target='_blank'>YKL188C</a>
YKL188C,PXA2,adrenoleukodystrophy,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/21145416' target='_blank'>PMID:21145416</a>,<a href='https://www.yeastgenome.org/disease/DOID:10588' target='_blank'>adrenoleukodystrophy</a>,<a href='https://www.yeastgenome.org/locus/YKL188C/disease' target='_blank'>YKL188C</a>
YKL189W,HYM1,cancer,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/26354769' target='_blank'>PMID:26354769</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YKL189W/disease' target='_blank'>YKL189W</a>
YKL189W,HYM1,cancer,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/26354769' target='_blank'>PMID:26354769</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YKL189W/disease' target='_blank'>YKL189W</a>
YKL189W,HYM1,cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/26354769' target='_blank'>PMID:26354769</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YKL189W/disease' target='_blank'>YKL189W</a>
YKL189W,HYM1,cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/26354769' target='_blank'>PMID:26354769</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YKL189W/disease' target='_blank'>YKL189W</a>
YKL195W,MIA40,mitochondrial complex I deficiency,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/27308594' target='_blank'>PMID:27308594</a>,<a href='https://www.yeastgenome.org/disease/DOID:0060536' target='_blank'>mitochondrial complex I deficiency</a>,<a href='https://www.yeastgenome.org/locus/YKL195W/disease' target='_blank'>YKL195W</a>
YKL197C,PEX1,peroxisomal biogenesis disorder,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/25659908' target='_blank'>PMID:25659908</a>,<a href='https://www.yeastgenome.org/disease/DOID:0080377' target='_blank'>peroxisomal biogenesis disorder</a>,<a href='https://www.yeastgenome.org/locus/YKL197C/disease' target='_blank'>YKL197C</a>
YKL197C,PEX1,peroxisomal biogenesis disorder,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/25659908' target='_blank'>PMID:25659908</a>,<a href='https://www.yeastgenome.org/disease/DOID:0080377' target='_blank'>peroxisomal biogenesis disorder</a>,<a href='https://www.yeastgenome.org/locus/YKL197C/disease' target='_blank'>YKL197C</a>
YKR009C,FOX2,lipid metabolism disorder,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/23308274' target='_blank'>PMID:23308274</a>,<a href='https://www.yeastgenome.org/disease/DOID:3146' target='_blank'>lipid metabolism disorder</a>,<a href='https://www.yeastgenome.org/locus/YKR009C/disease' target='_blank'>YKR009C</a>
YKR009C,FOX2,lipid metabolism disorder,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/23308274' target='_blank'>PMID:23308274</a>,<a href='https://www.yeastgenome.org/disease/DOID:3146' target='_blank'>lipid metabolism disorder</a>,<a href='https://www.yeastgenome.org/locus/YKR009C/disease' target='_blank'>YKR009C</a>
YKR026C,GCN3,leukoencephalopathy with vanishing white matter,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/14993275' target='_blank'>PMID:14993275</a>,<a href='https://www.yeastgenome.org/disease/DOID:0060868' target='_blank'>leukoencephalopathy with vanishing white matter</a>,<a href='https://www.yeastgenome.org/locus/YKR026C/disease' target='_blank'>YKR026C</a>
YKR026C,GCN3,leukoencephalopathy with vanishing white matter,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/14993275' target='_blank'>PMID:14993275</a>,<a href='https://www.yeastgenome.org/disease/DOID:0060868' target='_blank'>leukoencephalopathy with vanishing white matter</a>,<a href='https://www.yeastgenome.org/locus/YKR026C/disease' target='_blank'>YKR026C</a>
YKR031C,SPO14,developmental cardiac valvular defect,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/27799408' target='_blank'>PMID:27799408</a>,<a href='https://www.yeastgenome.org/disease/DOID:0080633' target='_blank'>developmental cardiac valvular defect</a>,<a href='https://www.yeastgenome.org/locus/YKR031C/disease' target='_blank'>YKR031C</a>
YKR031C,SPO14,developmental cardiac valvular defect,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/27799408' target='_blank'>PMID:27799408</a>,<a href='https://www.yeastgenome.org/disease/DOID:0080633' target='_blank'>developmental cardiac valvular defect</a>,<a href='https://www.yeastgenome.org/locus/YKR031C/disease' target='_blank'>YKR031C</a>
YKR038C,KAE1,primary hypomagnesemia,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/28272532' target='_blank'>PMID:28272532</a>,<a href='https://www.yeastgenome.org/disease/DOID:0060879' target='_blank'>primary hypomagnesemia</a>,<a href='https://www.yeastgenome.org/locus/YKR038C/disease' target='_blank'>YKR038C</a>
YKR038C,KAE1,primary hypomagnesemia,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28272532' target='_blank'>PMID:28272532</a>,<a href='https://www.yeastgenome.org/disease/DOID:0060879' target='_blank'>primary hypomagnesemia</a>,<a href='https://www.yeastgenome.org/locus/YKR038C/disease' target='_blank'>YKR038C</a>
YKR038C,KAE1,proteinuria,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/28272532' target='_blank'>PMID:28272532</a>,<a href='https://www.yeastgenome.org/disease/DOID:576' target='_blank'>proteinuria</a>,<a href='https://www.yeastgenome.org/locus/YKR038C/disease' target='_blank'>YKR038C</a>
YKR038C,KAE1,proteinuria,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28272532' target='_blank'>PMID:28272532</a>,<a href='https://www.yeastgenome.org/disease/DOID:576' target='_blank'>proteinuria</a>,<a href='https://www.yeastgenome.org/locus/YKR038C/disease' target='_blank'>YKR038C</a>
YKR079C,TRZ1,mitochondrial complex I deficiency,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/23849775' target='_blank'>PMID:23849775</a>,<a href='https://www.yeastgenome.org/disease/DOID:0060536' target='_blank'>mitochondrial complex I deficiency</a>,<a href='https://www.yeastgenome.org/locus/YKR079C/disease' target='_blank'>YKR079C</a>
YKR079C,TRZ1,mitochondrial complex I deficiency,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/23849775' target='_blank'>PMID:23849775</a>,<a href='https://www.yeastgenome.org/disease/DOID:0060536' target='_blank'>mitochondrial complex I deficiency</a>,<a href='https://www.yeastgenome.org/locus/YKR079C/disease' target='_blank'>YKR079C</a>
YKR079C,TRZ1,infantile hypertrophic cardiomyopathy,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/23849775' target='_blank'>PMID:23849775</a>,<a href='https://www.yeastgenome.org/disease/DOID:0111753' target='_blank'>infantile hypertrophic cardiomyopathy</a>,<a href='https://www.yeastgenome.org/locus/YKR079C/disease' target='_blank'>YKR079C</a>
YKR079C,TRZ1,infantile hypertrophic cardiomyopathy,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/23849775' target='_blank'>PMID:23849775</a>,<a href='https://www.yeastgenome.org/disease/DOID:0111753' target='_blank'>infantile hypertrophic cardiomyopathy</a>,<a href='https://www.yeastgenome.org/locus/YKR079C/disease' target='_blank'>YKR079C</a>
YKR086W,PRP16,retinitis pigmentosa,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/24737827' target='_blank'>PMID:24737827</a>,<a href='https://www.yeastgenome.org/disease/DOID:10584' target='_blank'>retinitis pigmentosa</a>,<a href='https://www.yeastgenome.org/locus/YKR086W/disease' target='_blank'>YKR086W</a>
YLL001W,DNM1,encephalopathy due to defective mitochondrial and peroxisomal fission 1,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/27328748' target='_blank'>PMID:27328748</a>,<a href='https://www.yeastgenome.org/disease/DOID:0070347' target='_blank'>encephalopathy due to defective mitochondrial and peroxisomal fission 1</a>,<a href='https://www.yeastgenome.org/locus/YLL001W/disease' target='_blank'>YLL001W</a>
YLL001W,DNM1,encephalopathy due to defective mitochondrial and peroxisomal fission 1,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/27328748' target='_blank'>PMID:27328748</a>,<a href='https://www.yeastgenome.org/disease/DOID:0070347' target='_blank'>encephalopathy due to defective mitochondrial and peroxisomal fission 1</a>,<a href='https://www.yeastgenome.org/locus/YLL001W/disease' target='_blank'>YLL001W</a>
YLL041C,SDH2,paraganglioma,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/19261679' target='_blank'>PMID:19261679</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050773' target='_blank'>paraganglioma</a>,<a href='https://www.yeastgenome.org/locus/YLL041C/disease' target='_blank'>YLL041C</a>
YLL041C,SDH2,paraganglioma,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/19261679' target='_blank'>PMID:19261679</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050773' target='_blank'>paraganglioma</a>,<a href='https://www.yeastgenome.org/locus/YLL041C/disease' target='_blank'>YLL041C</a>
YLL041C,SDH2,mitochondrial encephalomyopathy,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/25736212' target='_blank'>PMID:25736212</a>,<a href='https://www.yeastgenome.org/disease/DOID:890' target='_blank'>mitochondrial encephalomyopathy</a>,<a href='https://www.yeastgenome.org/locus/YLL041C/disease' target='_blank'>YLL041C</a>
YLL041C,SDH2,mitochondrial encephalomyopathy,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/25736212' target='_blank'>PMID:25736212</a>,<a href='https://www.yeastgenome.org/disease/DOID:890' target='_blank'>mitochondrial encephalomyopathy</a>,<a href='https://www.yeastgenome.org/locus/YLL041C/disease' target='_blank'>YLL041C</a>
YLR022C,SDO1,Shwachman-Diamond syndrome,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/19713223' target='_blank'>PMID:19713223</a>,<a href='https://www.yeastgenome.org/disease/DOID:0060479' target='_blank'>Shwachman-Diamond syndrome</a>,<a href='https://www.yeastgenome.org/locus/YLR022C/disease' target='_blank'>YLR022C</a>
YLR022C,SDO1,Shwachman-Diamond syndrome,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/23792098' target='_blank'>PMID:23792098</a>,<a href='https://www.yeastgenome.org/disease/DOID:0060479' target='_blank'>Shwachman-Diamond syndrome</a>,<a href='https://www.yeastgenome.org/locus/YLR022C/disease' target='_blank'>YLR022C</a>
YLR022C,SDO1,Shwachman-Diamond syndrome,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/26743985' target='_blank'>PMID:26743985</a>,<a href='https://www.yeastgenome.org/disease/DOID:0060479' target='_blank'>Shwachman-Diamond syndrome</a>,<a href='https://www.yeastgenome.org/locus/YLR022C/disease' target='_blank'>YLR022C</a>
YLR022C,SDO1,Shwachman-Diamond syndrome,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/26850260' target='_blank'>PMID:26850260</a>,<a href='https://www.yeastgenome.org/disease/DOID:0060479' target='_blank'>Shwachman-Diamond syndrome</a>,<a href='https://www.yeastgenome.org/locus/YLR022C/disease' target='_blank'>YLR022C</a>
YLR022C,SDO1,Shwachman-Diamond syndrome,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/19713223' target='_blank'>PMID:19713223</a>,<a href='https://www.yeastgenome.org/disease/DOID:0060479' target='_blank'>Shwachman-Diamond syndrome</a>,<a href='https://www.yeastgenome.org/locus/YLR022C/disease' target='_blank'>YLR022C</a>
YLR022C,SDO1,Shwachman-Diamond syndrome,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/23792098' target='_blank'>PMID:23792098</a>,<a href='https://www.yeastgenome.org/disease/DOID:0060479' target='_blank'>Shwachman-Diamond syndrome</a>,<a href='https://www.yeastgenome.org/locus/YLR022C/disease' target='_blank'>YLR022C</a>
YLR022C,SDO1,Shwachman-Diamond syndrome,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/26743985' target='_blank'>PMID:26743985</a>,<a href='https://www.yeastgenome.org/disease/DOID:0060479' target='_blank'>Shwachman-Diamond syndrome</a>,<a href='https://www.yeastgenome.org/locus/YLR022C/disease' target='_blank'>YLR022C</a>
YLR022C,SDO1,Shwachman-Diamond syndrome,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/26850260' target='_blank'>PMID:26850260</a>,<a href='https://www.yeastgenome.org/disease/DOID:0060479' target='_blank'>Shwachman-Diamond syndrome</a>,<a href='https://www.yeastgenome.org/locus/YLR022C/disease' target='_blank'>YLR022C</a>
